,clean_review,cat_id
887,Happy Monday  Emily here  Starting to pull up health insurance quotes for free comparison s during Open Enrollment  Would you like quotes with dental and vision as well or just health  Reply  Family   Individual  or Reply  End  if you re covered ,1
888,Hi James   Start Your own Roku Network   Video creators are reaching millions for pennies on the dollar   Black Friday Deal,0
889,Just wanted to tell you how much I love you,3
890,I hope you have a good day  Just wanted to remind you that I leave today for vacation,3
891,Hello I have been calling you but you didn t pick the call,3
892,Hello this is Dalia from Indeed  Is there any way I can call you about questions for the job ,3
893,The Sanctuary Sacred special   Mystery Bundle get it now    http Reply STOP to optout,0
894,Hey babe just wondering when you would be available next  Thank you,3
895,Hey babe how are you   winking face ,3
896, lady beetle  Eugene as our VIP player this is what you re getting    yzeq org iEmpH G  folded hands ,1
897,Do u still have the Xbox for sale,3
898,Do you still have them headlights to your old dodge ,3
899,Do you have service up there we are still out as far as power goes ,3
900,Hello good morning please let me know if you are able to receive this message  ThanksNevalee,3
901,Colin please  let me know you are ok   am so worried  ,3
902,Hello please tell Brent to let me know when it s convenient to drop his present off ,3
903,Cash App         is your sign in code  No one representing Cash App will ever ask for this code over the phone on social media or through any other medium ,3
904,Hello from Chime  NEVER SHARE your security code with anyone over the phone text email or social media   Security code NUMKEY  If you share this code,3
905,NUMKEY is your Chime security code  No one from Chime will ask for this code over the phone email social media or through any other medium ,3
906,NUMKEY is your One Time Password to login on Verto platform OTP is valid for the next   minutes  If not requested call the customer success team or email them at support vertofx com,3
907,You asked me to get something for you and I said I couldn t get it and now you aren t talking to me anymore,3
908,I send you my information on Nov     You asked to follow up ,3
909,I Miss You,3
910, muzmatch  NUMKEY is your phone verification code n n yGJb  v zh,3
911,VMYLXVTD is your Porkbun phone verification code ,3
912,i will only hate you DORIS forever no propracen nothin ilegal deportacije,3
913,absoult nothin no pearl inherit DORIS not inherit no propracen edumon forever barry gone out my life cannot come back no forgiveness,3
914,no forgiveness patricia no propracen nothin ilegal JANETZ inherit absolut FOREVER edumon,3
915,HydroJug Hi  Here is your exclusive sneak peek into our Black Friday Sale  Click the link to check out the BF Gift Guide   nhttp,0
916,thats how i work,3
917,Omg thats so cool,3
918,Can I see you tomorrow dear please let me know when you will be available,3
919,chris  I have two spots left on the truck this week please let me know to book nyou ASAP call txt me ,3
920,Ron this is Mary and I need to know if I left my phone there please let me know as soon as possible please,3
921,Did u reset the hulu password ,3
922,Did u get the money yet ,3
923,Did u find the insurance card ,3
924,Did I just give u my number   ,3
925,STOP STOP STOP,3
926,crackuser doris levy marcus gone out my life only janetz forever no forgiveness absolut never children ilegalci for patricia so guilty kinsley abuser on children tammy ted smith edmonds no propracen nothin ilegal deportacije to honduras understand,3
927,tracey crimial identiteta theif tracey doris ilegalci abuser no clean printsz absolut never nothin ilegal,3
928,absolut no dueprocess no propracen ilegalci FRAUD crimial crackuser all ilegalci prostitutke identiteta theif no clean puppet no propracen cruel individualni crackuser crack seller ilegalci tammy ted smith edmonds no propracen cruel individualni,3
929,tammy ted smith edmonds no charity absolut never nothin clean printsz absolut never forgive edmonds no propracen non of them today no clean printsz absolut never r,3
930,Greetings Montrey   Hope all is great this is Ivonne from Flex and we are here to support you  Let me know when we can go over your options    Thx Reply YES for your Approval Options,3
931,Hi Skinny I hope all is great   This is Ivonne from Flex   My job here is to coordinate a good time to go over your options   Let me know when works thank you   Reply YES for Approval Options reply unsubscribe to optout Reply Stop to Unsubscribe ,3
932,Guy how far,3
933,O boy how far,3
934,Big O Bundlez Hey Check Out Our Black Friday Same Day Delivery Prices http TEXT NUMKEY TO PLACE ORDER NOW STOP to opt out,0
935,Hey Smith did you hear about our Black Friday Sale  Check out our instagram for more info  alchemy labs  STOP to opt out,0
936,Topic Jerry Delap Funeral nTime Nov    NUMKEY NUMKEY AM Arizona n nJoin Zoom Meeting nhttp ID     NUMKEY NUMKEY nPasscode NUMKEY,3
937,Dear applicant nYour online loan application has been successfully approved by Lending tree  nID LT             nIf you are still in the market looking for loan  nPlease call us on            NUMKEY  Or reply with  YES   nLending tree  All rights reserve,1
938,Dear applicant rYour loan application has been approved for $ reserve ,1
939,Hey Jasmine   This is Lionel  Can you give me a call when you get a chance please  Thank you,3
940,This is David give me a call at         NUMKEY,3
941,Hey man give me a call please,3
942,Can you give me a quick call after the game,3
943,You just give me a call when you get time,3
944,Hello do you want to come and fuck ,3
945,hi  babe how are u do u want come today,3
946,Uber Eats More quests are back for this weekend  Earn extra for deliveries you complete today from  pm     pm  You may qualify for more than one promotion  Open the Uber Driver app to learn more t uber com promotions,0
947,Guardian Legal Network Margaret we know talking about your experiences is difficult we re here for you  Call      at           NUMKEY  Reply STOP to end SMS,0
948,Guardian Legal Network Margaret your claim may help others avoid similar issues when participating in faith organizations  Reply STOP to end SMS ,0
949,we assure to provide you with business opportunities that can boost your customer base     back page   com   post your ad  ,0
950,World Most Popular client source here  post your personal ad now n  adslevel   com  ,0
951, Fansnation  Football NUMKEY    New Season  D Hoodie New Arrivals      OFF    Hours  Click here to get yours  http  Reply STOP to QUIT ,0
952, Fansfaith  Football NUMKEY Team Pullover New Arrivals  LAST CHANCE     OFF  Click the link to get yours  http  Type STOP to OUT ,0
953,CoinFlip Code NUMKEY   ALERT Social security warrant tax utility bill payments are SCAMS  Do not proceed if you were asked to use the ATM for this purpose ,3
954,No sweetie please tell me which one you want us to get,3
955,You need to get in contact with us you don t want me to come collect ,3
956,Hi Morgan this is Spot Easy  Reshma just requested a tour of     Boylston St Unit   Brookline Hills Brookline Click here to see all their details http,0
957,You took people money  and my money with money Lourdes Vintimilla and you,3
958,You wanna party with me and a couple people,3
959,You should be ashamed for scamming innocent people,3
960,You and your family people will die soon,3
961,Click here to view your schedule www  qsronline com app  SMS aspx c SDEyMHw ODQwNjN MTM NDkwNHwxMzk OTA fEZhbHNl,3
962,Click http to view your appointment details in the Zocdoc app ,3
963,Hello Jessica  It s Sidney  following up  There are new health coverage plans in AL with nationwide networks  Would you prefer if I texted you some quotes to compare ,1
964,Been calling you,3
965,Been to website nice,3
966,Promote cloud mining Cloud mining is a method of holding cryptocurrency to earn cryptocurrency without investment details WhatsApp NUMKEY,0
967,ne  n nLearn more about getting vaccinated http,3
968,where are you getting,3
969,    HOT PROPERTY ALERT     n nNUMKEY N Benton St n nKingman Az NUMKEY n nNUMKEY Double Wide Manufactured Home n n  Bed   Bath n nNUMKEY Liveable Sq Ft n nLOT SIZE      acres n nGas and electric city water septic n n    CASH ONLY     n nPURCHASE PRICE    $ INFO OFFERS SHOWINGS,0
970,Yieldstreet security code NUMKEY,3
971,Milano Di Rouge You Still Up red question mark  red exclamation mark  This Is Your LAST CHANCE To Save   Our Extended Sale Ends At Midnight  Save Up To     Off Of Select Styles For The Entire Family  Don t Snooze   zzz SHOP The Final Hours Of Our Sale NOW http STOP to opt out,0
972,Do you have a massage service  ,3
973,Do you do massage what is your rate and do you take neosurf vouchers ,3
974,Misty Last chance to start this year  I did NUMKEY Extra TODAY  http Stop to Opt Out,0
975,B dsOfPasadena nNov   nhttp Stop to Opt Out,0
976,Your Piano lesson with Lydia is Tuesday November   rd at    pm EST           NUMKEY http,3
977,Your Earth Science lesson with Ulyana is Thursday December  th at    pm EST           NUMKEY http,3
978,What s up  What are you doing around     ,3
979,What s up  Y I haven t I heard from u ,3
980,Hello Julie Julie Your Application for CarLoan has been Validated on NUMKEY to Proceed  Txt back   ,3
981,I am so sorry Trevor,3
982,Hello sorry I haven t gotten back to you I have been crazy busy,3
983,Ashley behind spot  ,3
984,They look like ducking dudea,3
985,Damn you look like wifey too bad your a hoe ,3
986,That s what we think we look like too ,3
987,Hey I saw your ad on adultsearch,3
988,Hey Aaron  I saw you were at our dealership recently what prevented us from moving forward ,3
989,Why do you call and not say anything ,3
990,Why are you not answering my messages I asked you to call me,3
991,It s on the way  Your delivery person David has your order and will arrive in about    minutes ,2
992,Your Chick fil A delivery order has arrived   See you soon ,2
993,Run your business from anywhere  Follow the link below to download the Found app http,0
994,Hey its jess my phone is broke any chance seeing yas,3
995,Home my phone is broke,3
996,NUMKEY is your Bolt activation code ,3
997,    NUMKEY is your Bolt activation code  nID WdpiXhIekmh,3
998,Well you went coming anyway  I haven t seen you since last Christmas,3
999,Emphasized  I haven t seen Christmas with that many people since when we were kids ,3
1000,Great news Jamaude  CarMax has pre approved you for the full amount on your Chevrolet Equinox  r n nYou can view your result here http,0
1001,Call me when u can i  At work,3
1002,Call my wife   she can fill u in,3
1003,t into your own digital wallet  or selling your own cryptocurrency ,2
1004,are buying cryptocurrency to deposit into your own digital wallet  ,2
1005,sed to a digital wallet that is not your own  you should only use t,2
1006,New Document Uploaded NITTY GRITTY STORE LLC nFollow link below to view   nhttp sent by Incfile,3
1007,Order Complete   ROYAL ENGAGEMENT LLC nFollow link below to review   nhttp sent by Incfile,3
1008,Yea I have to stop to srry,3
1009,I will keep cursing if you stop text it s so annoying,3
1010,Hi there Marc Keeney Your APP for CarLoan has been Verified With Cheapest Options  on NUMKEY For Quotes  Answer   ,3
1011,Hi there jackie Robertson Your Request for CarFinace has been Verified With Lowest Options  on NUMKEY to Process  Reply Y ,3
1012,Hello Harriet Martin Your APP for VehicleFinacne has been Verified With Lowest Options  on NUMKEY For Proceeding  Answer Yea ,3
1013,Security Alert Your online access PIN is NUMKEY  If this request is Not from you visit http to verify ,3
1014,Your Security Service FCU online access is locked for verification nRestore below nhttp,3
1015,MARYLAND UNEMPLOYMENT INSURANCE  UI     We are making some exciting changes to improve your UI Benefit profile security features  You are required to verify your UI Benefit Profile information with us to activate these features  Your UI Benefit profile will be deactivated within   hours if no response is received Visit http to verify now ,3
1016,WISCONSIN UNEMPLOYMENT VERIFICATION Your UI Benefit Profile has been temporary restricted due to new upgrade on our system  You are required to verify your benefit account with us within   hrs to fully activate your weekly benefits  Log on http to verify now ,3
1017,Hi Tony Mitri your prescription is on hold  Please call Rex MD at         NUMKEY to receive your medication  Reply STOP to opt out,3
1018,NUMKEY is your Ayoba validation code  n nxI P IVBRtE,3
1019,Hey Beverly would you prefer I call or text you a quote ,3
1020,Hey  If you could at least text back or call that would be great ,3
1021,I would love to hear from you my love  red heart  please call me or text me back let me know you are okay my love  red heart ,3
1022,   Your Dip io verification code is NUMKEY n nMgzLQeY  Y ,3
1023,   Your confirmation code NUMKEY  nLVlK CItFTP,3
1024,I wished you   your family happy safe holidays  God bless you all,3
1025,I pray that you and your family are all safe and healthy  folded hands medium dark skin tone  nI give everything you gave your words to me about to God Almighty  nMay God continue to bless your deeds and intentions  folded hands medium dark skin tone ,3
1026,EBTH ALERT nYou were just outbid on   K Sapphire Cross Necklace  Visit the link below to view it  http,3
1027,Goldn Badger  n$ GOLD   nhttp,0
1028,Why haven t you gotten my Mentorship Program  n nI m literally going to guarantee you grow on TikTok   if you don t grow you ll get your money back  n nI just graduated   people today and the average person gained     K followers in    days  n nStop missing out on the TikTok growth that you want n nClick the link below to get the Mentorship Program for ONLY $ MENT   n nhttp,0
1029, UPS EXPRESS  Your package could not be delivered   Visit the secured link for more info http,2
1030, SUPPORT UPS  Your package could not be delivered   Visit the secured link for more info http,2
1031,WealthPress Alerts nOverdrive Profits nA trade alert for Logitech Int S A   LOGI  has been posted   nhttp  Reply STOP to end,0
1032,WealthPress Alerts nA new   Click Profits trade alert has been posted on your member page  http  Reply STOP to end,0
1033,Can I please get a kids Dr Pepper instead of a milk,3
1034,Can you please call me or can we get together and have coffee and talk please ,3
1035,just return my money back pleaseeee,3
1036,my dad sick in backhome please return my money,3
1037,Answer the phone so we can talk about our daughter  face with tears of joy  face with tears of joy ,3
1038,Answer your phone I was trying to call you,3
1039,Your Bill com phone registration code is NUMKEY  Your security code will expire shortly please enter it right away ,3
1040,Your PL Connect code is NUMKEY please enter this code in the validation field,3
1041,Chase Your account Password is about to expire please log in now and enter authorization code to update  http,3
1042,CANCELED Your Dispatch Order has been canceled  Track here http Reply STOP to unsubscribe ,2
1043,http Your Contract with Green Choice Energy is ready to sign  Reply STOP to unsubscribe ,3
1044,Bath   Body Works Your package with UPS has been delivered  Reply STOP to unsubscribe ,2
1045,Your appointment is at NUMKEY Wisconsin Ave Suite      Reply STOP to unsubscribe ,3
1046,And my teacher know I don t use the school bathroom,3
1047,And sorry for letting you know kinda late I didn t know if y all worked on Sundays,3
1048,I ll stop texting you if that s what you want,3
1049,bruh stop texting my phone  idk who u is,3
1050,Give it to your Moma fool stop texting me,3
1051,Hi Prathyush do you need help uploading your documents ,3
1052,Please I need your help please n,3
1053,Never Mind   Don t need your help,3
1054,I just woke up  I was going to call my girlfriend ,3
1055,And I was fine when you woke up,3
1056,Hey this is Megan Gregg with Versa Business Funding  I m looking to get in touch with johnny elezue   do I have the right number ,3
1057,oh that s sad,3
1058,Very very sad,3
1059,From Tabitha Minor Home Helpers Rogers to BerminaPCA Dolon nAvailable Shift Wed         a     p nAvailable Shift Wed         a     p in Lincoln  Call         NUMKEY to accept   n nA to Accept D to Decline  n nReply STOP to unsubscribe,0
1060,From Bri Moses Home Helpers Rogers nAvailable Shift Sat           a    a nIn Townitown  Call to accept         NUMKEY  n nA to Accept D to Decline,0
1061,Hi Randy Get your business online with our help  We will build your e commerce website for you with many benefits for your business  Reply YES,0
1062,Hi Melinda Your business can be scaled greatly by using our e commerce solutions  Get your online store running today  Reply YES   get more information ,0
1063,What s up fam how you doing hope all is well with was just checking on you ,3
1064,Hello Tammy this is James from St Cloud  I hope you are doing well  I m just checking in with you ,3
1065,Good morning Ron  I hope everything is well with you  I m good ,3
1066,Hey Culture Keepers   waving hand No questions today we wanted to share some results with you and give you a chance to win in our December sweepstakes   wrapped gift  Click  down arrow  to start  n nhttp,0
1067,Hey Culture Keepers   waving hand  We have a quick chat following up on the  Ask Culture Keepers  questions   grinning face with big eyes  Janae wanted to share some insights with you  Click  down arrow  to start  n nhttp,0
1068,Just to give you some background  My wife   I opened Beyond Coastal Realty Group in Swansboro  Both of us are long time locals and have an edge on most other agents  I was about to set up some alerts that will notify you when a new property hits the market  Are there specific areas and price ranges you re interested in  Call me to chat if you have time  nJeremy Denny   Broker nPretty in Pink Properties brokered by eXp Realty nMobile         NUMKEY,0
1069,Can i see that big penis of yours  ,3
1070,Can I see a sexy pic for my birthday,3
1071,NasdaqWireNews Coming Off A Major Breakout Alert Friday Here s A New Nasdaq Profile With Strong Analyst Coverage  Full Report Arrives Tuesday At    AM EST n nhttp,0
1072,Hey Folks Vito Here with My AFC West Parlay of the Year  n nChiefs vs Chargers n nGame side   Total Guaranteed to go     ATS or The rest of the NFL Regular season is FREE  n n$ http,0
1073,Hi Tina  Denise with RepresentUs here  We have a tough fight ahead of us next year facing down an avalanche of gerrymandered districts and anti democracy measures  n nWe have a plan but if we ve learned anything this year it s that having a  rapid response  fund is essential so we can respond quickly when the unexpected happens  like an attack on the Capitol       n nWith your help we can protect our democracy  Can you pitch in now to help us reach our goal so we can start off NUMKEY strong  Click here to donate http  stop quit n,1
1074,Hi Tenzin this is Orlando from Metro Honda  Are you still on the market for a vehicle ,3
1075,Bryon this is Jeff with Carolina Chrysler  Are you still in the market for a NUMKEY,3
1076,Just to let you know were changing Calebs  birthday to sunday,3
1077,Plz let me know $,3
1078,Hi Kenneth New shifts for Circle K are available  Sign up for them in the Shiftsmart app before slots run out http,0
1079,Haven t heard from you today  confused face ,3
1080,Hello  Just wondering if you are ok  Haven t heard from you in a while ,3
1081,Hi Member your CA account can show you special benefits at unembg net Reply stop to end,3
1082,Hi Corry your DLX account has a benefit guide to help you at dl empbng net  reply stop to end txts ,3
1083,I m out front,3
1084,That s what I m saying,3
1085,Your appointment with Legends Barbershop on       at NUMKEY PM EST has been accepted  View details at http or reply to our automated Assistant,3
1086,Your appointment with BraidsByOnj on      at NUMKEY AM EDT has been accepted  View details at http or reply to our automated Assistant,3
1087,I am your greatest love story I m the one thing you will never want to lose because I can t afford this package delivery ,3
1088,I m here doing the trucks  Do you want me to lock the doors when I finish each one,3
1089,I m leaving now I wish I never text you so it what you want you got it,3
1090,Your Aptive Pest Control appointment is scheduled for Wednesday Nov  rd  If you need to make changes to this appointment please call us at          NUMKEY ,0
1091,NavigationALERT  nTrade Type Rolling Adjusting Trade  nStrategy Long Put Vertical  nSymbol DE  n nToS Fill  nSELL    VERT ROLL DE        JAN       NOV                    CALL        LMT,3
1092,NavigationALERT  nTrade Type Closing Trade  nStrategy Reverse Iron Duck  nSymbol  GC  n nToS Fill  nBUY    IRON CONDOR  GCG  XCEC       DEC     Wk    OG Z  XCEC NUMKEY NUMKEY NUMKEY NUMKEY CALL PUT       LMT,3
1093,NavigationALERT  nTrade Type Opening Trade  nStrategy Short Strangle  nSymbol  ME  n nToS Fill  nSELL    STRANGLE  MESH  XCME     FEB     EX G  XCME NUMKEY NUMKEY CALL PUT        LMT,3
1094,Just have to pick   people,3
1095,Please mark us down for   people attending,3
1096,Hi please be notified that your NUMKEY usd is ready to be delivered to your account  NUMKEY is the number to call  Reply STOP to unsubscribe,3
1097,Hi We are about to deposit NUMKEY usd please confirm your details prior to get that call us at NUMKEY  Reply STOP to unsubscribe,3
1098,Goodnight sweetheart   I love you   Dream of me ,3
1099,Goodnight I guess n,3
1100,I haven t seen them in a month,3
1101,Questioned  hello I seen you ad  are you available  ,3
1102,I AM A GOD   ,3
1103,I am hoping to hear from A lender today,3
1104,Hello sweetheart are you there  ,3
1105,Hello is the female puppy still available for adoption  ,3
1106,hello good morning I need to get the status on everything please,3
1107,I hope you guys are sharing them some people need a good laugh ,3
1108,This Hallmark freebie ROCKS  smiling face with heart eyes  http Glue Sticks   ct ONLY $ http,0
1109,I don t know how I have your number but my wife would like to know who this is ,3
1110,I feel like we both have gotten lost in all of this I know I have been changed by all the pain and hurt,3
1111,Mr  B             replied to Unknown Hru  n nView this message fully here http,3
1112,Taurean Prince                  replied to Unknown Love the sound of this    n nView this message fully here http,3
1113,DJ replied to Tyrell Austin Sexy   n nView this message fully here http,3
1114,Hey  For a limited time Dave is giving new qualified members $ http,0
1115,Message from Bishop Edward J  Burns   Decree restores the obligation to attend Mass effective November    n nhttp,0
1116,Were you aware you are entitled for state grant  cash you will not have to pay it back  File here http,0
1117,Have you considered you are entitled for state grant  money you would not have to repay  File now http,0
1118,Hi Dr Evan Jose vicky Gomez would like to chat with you on Skype  It s free  n nhttp,0
1119,Hi i would like to catch up ,3
1120,Hi I would like some advice about my career,3
1121,Hi this is Vickie LoveI m inquiring about the house for rent on Plymouth   Knox CT  I would like to know if this property is still for rent,3
1122,Hi my name is Jeanine and I am very interested in your property and would like to apply,3
1123,PayActiv Re Payment Confirmation   $ options ,2
1124,robert simmons horrofic horriable horrofic ilegalci prostitutke identiteta theif no propracen ilegalci recall all ilegalci forgery wrong DNA edumon hoffman fired all fired tracey rice stacey patricia family ilegalci fired all are ilegalci ali fired,3
1125,GAVIN hoffman fired all are ilegalci hooker all background check staceyytracey ilegalci printz tammy ted smith edmonds no propracen cruel individualni mind mantra physcial abuse ilegalci prostitutke identiteta theif tracey stacey,3
1126,Freedom Hi Anjelo I sent an email with the info you requested  Let me know when you have a few minutes to talk  nText STOP to opt out,3
1127,Hi Richard this is Conrad from AltisITR I sent you a short email,3
1128,Hi Dani I sent you a message on IMO but I just wanted you to know I,3
1129,Hey I m trying to fill up my piggy bank  Give me a hand by signing up with this link http or Code quzUFwX ,0
1130,    Hi Raphael   Welcome to the Family Dollar Smart Coupons app   To verify your phone number please use this code NUMKEY GNDtNbi T Q,3
1131,To confirm this phone number please enter the following code on Masseurfinder NUMKEY,3
1132,I was just returning a call,3
1133,I won t be able to text because I will be driving so please call me,3
1134,Hey Paul it s Allyson  I can text you over some ranges for all the health coverage options available  Is your zip code still NUMKEY ,1
1135,Hey Tonya it s Sophia again  I will simply text you rates for health coverage options available January  st  Were you looking for just yourself or for you and the family ,1
1136,Hey Carol   Let me know if you are still looking for health coverage or if I should close out your file  Thanks,1
1137,That also my favorite candy Brooke,3
1138,I messaged you in WhatsApp,3
1139,His your WhatsApp working Baby I sent you a message baby,3
1140,I got set up on WhatsApp and sent you a reply there  thumbs up ,3
1141,YOUR ONLINE REGISTRATION WITH US JUST GOT YOU $ REPLYSTOP,3
1142,$ REPLYSTOP,3
1143,Your FARFETCH order HR WKE is on its way  To track its journey click the link http,2
1144,You ll now receive text messages from SOUTH COAST MITSUBISHI   MAIN  To stop receiving messages reply  STOP   To opt back in reply  START,3
1145,MARIO FELIX BELTRAN an inmate wants to text message with you  To approve this correspondence reply with the word YES  To stop receiving these messages text the word STOP,3
1146,I am worried sick on all    all this is sounding sketchy,3
1147, Ken robbed me while I was sick,3
1148,Hi James good news  You ve got a Lyft Pass for $ http,0
1149,The check is not good per the bank so you can send me the money via venom or PayPal,3
1150,Sorry I forgot to sent my pics from last night show with my best girlfriend you can find them here http,0
1151,Keanu it is not funny  You blocked  All my messages I sent to you last night  n,3
1152,U will need room here   ,3
1153,Yo U still need tree it s here now BERTRAM,3
1154,U need urself some of this old man,3
1155, KARE Do Not Reply  Reply only from Kare AppWoohoo  Burcham Hills Center for Health and Rehabilitation community verified your shift  Please refer to your app to see when you can expect payment ,3
1156, Shipweasy      off US forever stamps     off UPS pre paid shipping label  Save cost   expand your business NOW http  Txt STOP to Opt Out,0
1157, that unless you answer me  Please answer me ,3
1158,Please send your picture back to me   red heart  please ,3
1159,Pictures of both please,3
1160,Baby please see me now,3
1161,Hi sophia Tired of waiting on your stimulus check  We have a news you have been approved for up to $ out,3
1162, You don t want to miss this at Insa  Check it out http reply STOP to opt out,0
1163,You saw it here first Cristian  Check out the best and newest at iCut  http reply STOP to opt out,0
1164,You have a notification from The Collective on your special day Vast  http reply STOP to opt out,0
1165,Same girl same,3
1166,Same to you love you all heart suit ,3
1167,Just wanted to let you know I brought this back for only   hours  Get in now before it closes http,0
1168,You received a new invoice from C S Restoration LLC  Visit http to view,2
1169,E sign completion needed for classaction http STOP STOP,0
1170,Your Government of Canada One Time Passcode is NUMKEY ,3
1171,Hi there Nic here  Sorry I missed your call  ,3
1172,Hi there you can text me here ,3
1173,Hi sorry I missed your call please text me ,3
1174,I like it there real good pub,3
1175,Who is this for real I haven t given anybody my number,3
1176,I can show you I am real if you think I am fake,3
1177,I trusted you and you showed your real face grinning face with smiling eyes ,3
1178,Sezzle You just added a MasterCard Credit Card xNUMKEY to your Sezzle account  Please contact us if you do not authorize this action ,3
1179,Uber Eats Tonight is expected to be busy between  pm   pm  Don t miss out check Surge map to boost your earnings  t uber com drive now,3
1180,Hi Danny this is Cory from FirstQuoteHealth Com and I m following up on you regarding your inquiry with us awhile ago about coverage   Can we get on a call to discuss your needs ,3
1181,Hi  this is Health IQ  I m following up on your request for information regarding Medicare Insurance plans  Give us a call at         NUMKEY for your personalized quote ,3
1182,If you want to come over and help go ahead and come over now,3
1183,If you do not want me tell me ok ,3
1184,If you don t want to talk to me you can at least say so,3
1185, Binance  GALAUSDT position in your USD  M Futures account has been liquidated as your margin balance was lower than the required maintenance margin  The Mark Price of GALAUSDT was NUMKEY at the time of liquidation ,2
1186, Binance  The margin ratio of your AVAXUSDT position in your Binance USD  M Futures account has reached      To avoid being liquidated please transfer assets to your USD  M Futures account or reduce your positions ,3
1187, Binance  The margin ratio of your NUMKEYSHIBUSDT position in your Binance USD  M Futures account has reached      To avoid being liquidated please transfer assets to your USD  M Futures account or reduce your positions ,3
1188,Holler at me if u see them,3
1189,Hi how are you doing this afternoon l just drop line see u doing pat,3
1190,This is a MSG forJAMES HOPE please call CBV NUMKEY regarding fileNUMKEY  Not a solicitation  Reply STOP to opt out,3
1191,The Bank of Clarendon security code NUMKEY nWe will never ask for this code   don t share it  n n  I Ock ke  n my bankofclarendon bank  NUMKEY,3
1192,FedEx Employees Credit Association security code NUMKEY nWe will never ask for this code   don t share it  n necyor YiQk  n rex fecca com  NUMKEY,3
1193,Nike Your package with FedEx is on its way  Click http to track,2
1194,Your package   will be delivered shortly track it here http,2
1195,Bed Bath   Beyond Your package is running a bit behind  Click http to track,2
1196,CarParts com Your package with FedEx will be delivered tomorrow  Track it here http,2
1197,Do you know you are eligible to receive local grant  cash you would not have to pay back  Check here http,0
1198,Have you heard that you are eligible for local grant  finances you will never have to give back  Find out here http,0
1199,Jon Coburn Ok  I m in,3
1200,Ok  I ll try cause I m already late,3
1201,I have now been trying for several days to get in touch with you Cynthia Rodriguez    aeas link D fsv,0
1202,I get really wheezy when i talk   this texting   ,3
1203,Uber Amanda you re on your way to earning in Kansas City  Finish your signup to start delivering with Uber  t uber com Gna QK Reply STOP to unsubscribe ,3
1204,This is a test message for Sinch  Reply  Stop  to stop,3
1205,This message is for Terry Romine,3
1206,HAPPY NEW MONTH I m Mr Richard Wahl the winner of powerball lottery Congratulations you have been randomly  picked among those I will be giving $ winnings  ,1
1207,Verification code NUMKEY  valid in    min ,3
1208,Verification code for the app NUMKEY,3
1209,No answer   I m coming home,3
1210,I m still omw home lol,3
1211,I m home and that was nice      really really nice,3
1212,Brittney Setzer posted a discount for Free Masks   n nhttp,0
1213,You probably qualify for payment card   cheap pmts and   down deposit  Obtain it today http,0
1214,Most likely you are eligible for credit card   cheap payments and   down deposit  Request it on our website http,0
1215,NFL Monday     nLA Rams        San Francisco      n nPlease indicate FB or BB until the end of Football season  n,3
1216,NCAA Football Friday     nNorthern Illinois    Coastal Carolina            n nPlease indicate FB or BB until the end of Football season,3
1217,Still looking for Robert Oliver  Get your report now  Click http Reply STOP to cancel ,0
1218,Reply STOP to cancel  Download Ashley criminal report   public records  http,0
1219,Hello nYour NorstateFCU online access is locked n nUnlock below nhttp Service Center,3
1220, going to pay the fine yes or no because if you don t pay the fin,3
1221, good reasons because if you refuse to pay the fine you and each o,3
1222,Happy Holidays From XPS  Take     off ALL concrete equipment until Jan  st NUMKEY  Don t get caught owing Uncle Sam money  nSpeak to an expert today  n          NUMKEY Msg data rates may apply  Reply HELP for help STOP to cancel,0
1223,The email on your Lyft account was changed  If this wasn t you let us know http,3
1224,If you did not initiate this send email us at support trust coinbase com and tap this link to disable your account,3
1225,Thank You for using our site   Holiday Advances are now available  To finish just use your personal quicklink of http,0
1226,Hi cutie would u like to suck cock,3
1227,Hi like to see you tomorrow,3
1228,Hi mate can you give me a call thanks,3
1229,Hi it s saying unable to take the call,3
1230,Hi I had a missed call from you earlier today,3
1231,Hi please call me it s really important,3
1232,Hi there can you call me regarding transportation of Misko,3
1233,Hi love  you  do out call geelong  area,3
1234,Hi Demario n nI will call you in a few minutes   Thank you,3
1235,Hi sexy Carmel how much for out call,3
1236,New alert from The Children s Learning Station  Go to brightwheel to read and reply  nReply STOP to unsubscribe ,3
1237,I am Murial Wells a Junior Recruiter at Trinity Services Group  TSG   I saw your profile on ZipRecruiter nand we are currently looking for a Food Service Supervisor Team Member in Pompano Beach FL   nFor more information or to apply directly to this opportunity copy and paste the following link to a browser n nhttp love to tell you more about this position  n nMurial Wells nmurial wells tkcholdings com nRegional Junior Recruiter nTalent Acquisition Team   South East nTKC Holdings Inc   Trinity Services Group  TSG    Keefe Group,0
1238,Lauren Martin I definitely missed that conversation     ,3
1239,$ $     ,2
1240,Quick update $ $       ,2
1241,Have u heard anything from him today,3
1242,Haven t heard anything from anybody what gives ,3
1243,Hi Lily have you heard anything from Chet  ,3
1244,I m not letting this shit go,3
1245,I m depressed  can t believe you don t want to go out with me anymore ,3
1246,  Get Money From lenders instant  ooo  HappyHome cf       cr   ,1
1247,  Quick c sh from Lenders  ooo  HappyHome cf       ni   ,1
1248,EXTRA     OFF AT KOHL S TODAY ONLY   nhttp,0
1249,    OFF Indique Remix Straight   p    ET only      off everything else thru       http Indique messages http,0
1250,An Advent note from Archbishop Aquila n nhttp,0
1251,Your Viber code NUMKEY nGetting this message by mistake  nhttp,3
